P (kPa);T (K);cp (kJ/kg K);Pr;Condutividade térmica (W/m K);Viscosidade absoluta μ(cP);Viscosidade cinemática ν (cSt);;;Nome no Hysys: Refrig-1270
10;113;1.781772462982680;0.02120211392960070;0.1417906252839730;0.001687230582959870;2.330120415810600;;;
10;114;1.783120788366460;0.02046540626418130;0.1413693098708620;0.001622537507649500;2.243779923543420;;;
10;115;1.784570337176770;0.01977056526893050;0.1409502078676080;0.001561532894648710;2.162318415166270;;;
10;116;1.786017974903250;0.01911344215106340;0.1405332690462810;0.001503945954609680;2.085379774795420;;;
10;117;1.787598494960210;0.01849279431969420;0.1401184444286830;0.001449532196698800;2.012642517408660;;;
10;118;1.789141189972260;0.01790430370108550;0.1397056862409410;0.001398063523016400;1.943806246190130;;;
10;119;1.790774430168850;0.01734703566342550;0.1392949478700360;0.001349334895410960;1.878601073125790;;;
10;120;1.792420861184020;0.01681813455808810;0.1388861838221800;0.001303157410385090;1.816778167900720;;;
10;121;1.794076037553620;0.01631566007605940;0.1384793496829470;0.001259356877683730;1.758107913453000;;;
10;122;1.795841655761090;0.01583880441030840;0.1380744020790530;0.001217776323199030;1.702383532798580;;;
10;123;1.797638626167760;0.01538520422561170;0.1376712986417270;0.001178268543396600;1.649410819585050;;;
10;124;1.799493319249630;0.01495358586622010;0.1372699979715670;0.001140698150732580;1.599011088794590;;;
10;125;1.801277429154950;0.01454155123428290;0.1368704596048270;0.001104942952478550;1.551023216372180;;;
10;126;1.803210868671640;0.01414962190696710;0.1364726439810520;0.001070887685142750;1.505294950708910;;;
10;127;1.805196773914210;0.01377580285359520;0.1360765124120020;0.001038425968338020;1.461685722016200;;;
10;128;1.807182970479280;0.01341863500713820;0.1356820270518000;0.001007461683613530;1.420068664728320;;;
10;129;1.809259542366750;0.01307777805423960;0.1352891508682390;0.000977903637798098;1.380323178046810;;;
10;130;1.811277636920830;0.01275122288263100;0.1348978476152070;0.000949668060967665;1.342338498617360;;;
10;131;1.813408227050830;0.01243933071556740;0.1345080818061590;0.000922677248588722;1.306011845556800;;;
10;132;1.815549609840710;0.01214057783929630;0.1341198186885950;0.000896859050149587;1.271247749941180;;;
10;133;1.817728586048790;0.01185440516449330;0.1337330242195060;0.000872146405760750;1.237957446903450;;;
10;134;1.819989143494280;0.01158039621752810;0.1333476650417200;0.000848476927120852;1.206058325816070;;;
10;135;1.822251542413690;0.01131738656259160;0.1329637084611260;0.000825792516798796;1.175473430502800;;;
