10.8732247;4.258857
10.8758697;4.13541015
11.0437743;4.07353135
11.2142181;4.01594655
11.3890526;3.88665195
11.5655799;3.80283985
11.744858;3.7177113
11.9264637;3.6528606
12.1108731;3.58913425
12.2982978;3.5206054
12.4884733;3.4591899
12.6812409;3.4102948
12.8774999;3.34517855
13.0762981;3.29511955
13.278429;3.24035975
13.4836281;3.1865096
13.6920541;3.1335578
13.9035483;3.0840751
14.1180578;3.0430335
14.3358471;3.0025456
14.5572865;2.9551308
14.7820586;2.91090825
15.0098989;2.8770026
15.2416009;2.8363339
15.4781168;2.7681836
15.7157965;2.7543976
15.9580256;2.7223169
16.2035345;2.6996717
16.4541747;2.65035285
16.7082534;2.61068985
16.9661409;2.5737897
17.2279959;2.5374037
17.4933952;2.50996165
17.763291;2.47655885
18.037313;2.4436024
18.3153025;2.41514335
18.5973653;2.39102915
18.8845065;2.35525335
19.175721;2.32586205
19.4713791;2.29684365
19.770846;2.2796507
20.3861259;2.21193545
20.7000345;2.1898496
21.0192331;2.1625262
21.3436159;2.1319597
21.6721249;2.1124446
22.0066116;2.08258435
22.345489;2.06179235
22.6900796;2.0360679
23.0396428;2.0140442
23.3949192;1.988913
23.7551682;1.9690589
24.1216594;1.9428542
24.4929116;1.92507365
24.8705647;1.9010555
25.2537194;1.8804895
25.6424286;1.8632796
26.0391257;1.82923835
26.4404251;1.8079322
26.8468558;1.795909
27.2600577;1.77947315
27.6794489;1.76467015
28.1043417;1.75735905
28.9771388;1.71810285
29.4235619;1.69952
29.8760156;1.6867962
30.3354521;1.6741741
30.8023475;1.6588513
31.2764902;1.64366975
31.7576686;1.62999675
32.2457769;1.6191544
32.7411854;1.60973585
33.2444231;1.5990291
33.7561248;1.5843956
34.2744919;1.5765082
34.8015875;1.56470535
35.3365123;1.55429805
35.8793721;1.54525805
36.430643;1.53627455
36.9900605;1.5286188
37.5583652;1.51973135
38.1351339;1.512166
38.7202079;1.50716575
39.3145394;1.50091685
