P (kPa);T (K);cp (kJ/kg K);Pr; K  (W/m K);Mμ;Viscosidade cinemática ν (cSt)
2240;433.3;2.230688229;0.004463001513805200;0.10949026799437900;0.0002190602996178250;0.2953078059301050
2240;437.6;2.2501011795;0.004401464688581170;0.10843353349067400;0.0002121088478475450;0.2875528233104400
2240;441.9;2.2696863667;0.004342611454560180;0.10737000590058400;0.0002054320034400490;0.2800973934414960
2240;446.2;2.2892299756;0.004285896557845330;0.10629923339526600;0.0001990134339331890;0.2729237684988910
2240;450.5;2.3089977035;0.004231706328056960;0.10522074360292400;0.0001928383410123210;0.2660159601304080
2240;454.8;2.3288160352;0.004179596706787040;0.10413404162211000;0.0001868925199981640;0.2593584823202340
2240;459.1;2.348779922;0.004129635682999070;0.10303860783076400;0.0001811629551339420;0.2529371937871700
2240;463.4;2.3688644938;0.004081675936642640;0.10193389546239600;0.0001756373694336660;0.2467387031540860
2240;467.7;2.3891274969;0.004035722935994760;0.10081932791617600;0.0001703043787277520;0.2407506068100200
2240;472;2.4095054058;0.003991576984277320;0.09969429576214430;0.0001651531702180540;0.2349610599544050
2240;476.3;2.4300866116;0.003949300540035930;0.09855815339609190;0.0001601736195646240;0.2293589597112610
2240;480.6;2.4509210467;0.003908890650251920;0.09741021529065310;0.0001553562405875260;0.2239338947475740
2240;484.9;2.4719088396;0.003870108791737030;0.09624975177943080;0.0001506920500475640;0.2186759704180080
2240;489.2;2.4932013213;0.003833118033293630;0.09507598429918500;0.0001461724999239030;0.2135757261779740
2240;493.5;2.514828894;0.003797889118508690;0.09388808000067660;0.0001417895739302700;0.2086242919463820
2240;497.8;2.5366299311;0.003764110170358740;0.09268514562103260;0.0001375356708511560;0.2038132360618550
2240;502.1;2.5588789241;0.003732124397088710;0.09146622048858320;0.0001334034642192230;0.1991343724325820
2240;506.4;2.5814786895;0.003701719523596200;0.09023026850387290;0.0001293859786236290;0.1945798859815420
2240;510.7;2.6046034039;0.003673080453303770;0.08897616890644730;0.0001254765413910180;0.1901422760416530
2240;515;2.6281255286;0.003645961882933400;0.08770270559405740;0.0001216687399993200;0.1858143073701690
2240;519.3;2.6521779418;0.003620488481017900;0.08640855470639640;0.0001179563301721410;0.1815888846227210
2240;523.6;2.6769175978;0.003596807663507110;0.08509227011575490;0.0001143331903469090;0.1774589946435870
2240;527.9;2.7023444712;0.003574852850017180;0.08375226637705850;0.0001107934356044830;0.1734178976498590
2240;532.2;2.7286135049;0.003554757872725660;0.08238679857277590;0.0001073311116841770;0.1694586680426080
2240;536.5;2.7557426927;0.003536473612750650;0.08099393833456240;0.0001039403738513010;0.1655744867538550
