674;298;2312.125521;4.546843175
674;298.3998629;2313.938691;4.541135002
674;298.7997259;2315.756239;4.535461659
674;299.1995888;2317.578166;4.529822799
674;299.5994517;2319.404472;4.52421808
674;299.9993147;2321.23516;4.518647162
674;300.3991776;2323.070231;4.513109707
674;300.7990405;2324.909687;4.507605382
674;301.1989035;2326.753529;4.502133856
674;301.5987664;2328.601761;4.496694803
674;301.9986293;2330.454383;4.491287897
674;302.3984923;2332.311399;4.485912817
674;302.7983552;2334.172811;4.480569245
674;303.1982181;2336.038622;4.475256866
674;303.5980811;2337.908835;4.469975367
674;303.997944;2339.783453;4.464724438
674;304.3978069;2341.662481;4.459503772
674;304.7976699;2343.54592;4.454313066
674;305.1975328;2345.433775;4.449152019
674;305.5973957;2347.326051;4.444020331
674;305.9972587;2349.22275;4.438917707
674;306.3971216;2351.123878;4.433843854
674;306.7969845;2353.02944;4.428798482
674;307.1968475;2354.93944;4.423781302
674;307.5967104;2356.853882;4.41879203
674;307.9965733;2358.772774;4.413830383
674;308.3964363;2360.696119;4.40889608
674;308.7962992;2362.623923;4.403988844
674;309.1961621;2364.556194;4.399108399
674;309.5960251;2366.492936;4.394254473
674;309.995888;2368.434156;4.389426796
674;310.3957509;2370.379861;4.384625099
674;310.7956139;2372.330057;4.379849117
674;311.1954768;2374.284752;4.375098587
674;311.5953397;2376.243954;4.370373246
674;311.9952027;2378.207669;4.365672838
674;312.3950656;2380.175906;4.360997104
674;312.7949285;2382.148672;4.356345791
674;313.1947915;2384.125977;4.351718647
674;313.5946544;2386.107828;4.347115421
674;313.9945173;2388.094236;4.342535867
674;314.3943803;2390.085208;4.337979738
674;314.7942432;2392.080755;4.33344679
674;315.1941061;2394.080885;4.328936782
674;315.5939691;2396.08561;4.324449476
674;315.993832;2398.09494;4.319984632
674;316.3936949;2400.108884;4.315542016
674;316.7935579;2402.127455;4.311121395
674;317.1934208;2404.150663;4.306722537
674;317.5932837;2406.17852;4.302345212
674;317.9931467;2408.211037;4.297989192
674;318.3930096;2410.248227;4.293654253
674;318.7928725;2412.290102;4.28934017
674;319.1927355;2414.336676;4.285046721
674;319.5925984;2416.38796;4.280773686
674;319.9924613;2418.443968;4.276520847
674;320.3923243;2420.504715;4.272287987
674;320.7921872;2422.570214;4.268074892
674;321.1920501;2424.64048;4.263881348
674;321.5919131;2426.715528;4.259707143
674;321.991776;2428.795372;4.25555207
674;322.3916389;2430.880028;4.251415919
674;322.7915019;2432.969512;4.247298485
674;323.1913648;2435.063841;4.243199563
