P (kPa);T (K);cp (kJ/kg K);Pr;Condutividade térmica (W/m K);Viscosidade absoluta μ(cP);Viscosidade cinemática ν (cSt);;;Nome no Hysys: 13-ClHexaFC3
1040;549.2;0.97472464431873900000;0.0008811621448942540;0.022540080371178800;0.00002037648856189380;0.373320921062767;;;
1040;553.4;0.97671892757647900000;0.0008821736223721080;0.022746279377170500;0.00002054446484766750;0.380216708301485;;;
1040;557.6;0.97869168910908500000;0.0008832121527786560;0.022952048327481000;0.00002071288459846600;0.387166489241273;;;
1040;561.8;0.98064454575493500000;0.0008842778680834360;0.023157374647993800;0.00002088172923898030;0.394170374398124;;;
1040;566;0.98257971604165700000;0.0008853714155793620;0.023362246566449800;0.00002105097935155710;0.401228428986544;;;
1040;570.2;0.98449260997416300000;0.0008864872269118970;0.023566653075566800;0.00002122061325894790;0.408340646215996;;;
1040;574.4;0.98638625452022800000;0.0008876271775982230;0.023770583898600300;0.00002139062279009450;0.415507252701159;;;
1040;578.6;0.98825700964984200000;0.0008887865106785480;0.023974029457091700;0.00002156098442005790;0.422728156005403;;;
1040;582.8;0.99010907351670900000;0.0008899678351634720;0.024176980840583500;0.00002173168176619050;0.430003376833433;;;
1040;587;0.99193838081152900000;0.0008911663674269040;0.024379429778108100;0.00002190269909459620;0.437332926761541;;;
1040;591.2;0.99374667108228700000;0.0008923827552569170;0.024581368611282100;0.00002207402559188590;0.444716895711591;;;
1040;595.4;0.99553278235227900000;0.0008936146978043060;0.024782790268855700;0.00002224564176030750;0.452155180583762;;;
1040;599.6;0.99729679227994600000;0.0008948611628895900;0.024983688242589200;0.00002241753155840760;0.459647727108931;;;
1040;603.8;0.99903987281073800000;0.0008961222514026800;0.025184056564338800;0.00002258968243619150;0.467194534308820;;;
1040;608;1.00076162811981000000;0.0008973965639385630;0.025383889784250700;0.00002276207923217320;0.474795530878439;;;
1040;612.2;1.00245930884913000000;0.0008986806759386950;0.025583182949972700;0.00002293470861429740;0.482450666821366;;;
1040;616.4;1.00413708109654000000;0.0008999774496828870;0.025781931586801700;0.00002310755919107190;0.490159917916825;;;
1040;620.6;1.00579303726211000000;0.0009012842112923290;0.025980131678697300;0.00002328061700749620;0.497923191543406;;;
1040;624.8;1.00742727895154000000;0.0009026002298042160;0.026177779650093800;0.00002345387148194880;0.505740452857911;;;
1040;629;1.00903992635527000000;0.0009039244626801390;0.026374872348455500;0.00002362730323462030;0.513611463547597;;;
1040;633.2;1.01063072178610000000;0.0009052561922003900;0.026571407027522500;0.00002380090989578360;0.521536340026211;;;
1040;637.4;1.01220165911856000000;0.0009065959934272810;0.026767381331199700;0.00002397466991956730;0.529514769364891;;;
1040;641.6;1.01375027394479000000;0.0009079412785690690;0.026962793278047700;0.00002414858336600300;0.537546900721667;;;
1040;645.8;1.01527910981525000000;0.0009092932078867210;0.027157641246335800;0.00002432263058383130;0.545632437494178;;;
1040;650;1.01678678104394000000;0.0009106496863080840;0.027351923959624200;0.00002449679857971910;0.553771216607719;;;
1040;654.2;1.01827335850382000000;0.0009120104537977850;0.027545640472842400;0.00002467108842433040;0.561963383225250;;;
1040;658.4;1.01973944581961000000;0.0009133749001397380;0.027738790158834500;0.00002484547871045530;0.570208564429915;;;
1040;662.6;1.02118682917597000000;0.0009147442724803950;0.027931372695346900;0.00002501996937837620;0.578506863424508;;;
1040;666.8;1.02261311961163000000;0.0009161154925563520;0.028123388052432300;0.00002519454425520400;0.586858005471231;;;
1040;671;1.02401972619954000000;0.0009174890755108220;0.028314836480248000;0.00002536919209741930;0.595261818009044;;;
1040;675.2;1.02540714760475000000;0.0009188651659067430;0.028505718497228900;0.00002554391376872220;0.603718404692645;;;
1040;679.4;1.02677562646029000000;0.0009202429434698370;0.028696034878615700;0.00002571868957743680;0.612227378334302;;;
1040;683.6;1.02812527992819000000;0.0009216222438615470;0.028885786645319600;0.00002589352097793450;0.620788843331718;;;
1040;687.8;1.02945596963308000000;0.0009230021776165550;0.029074975053109800;0.00002606839542416990;0.629402565183742;;;
1040;692;1.03076743195747000000;0.0009243820394685420;0.029263601582105800;0.00002624330850392830;0.638068496897265;;;
1040;696.2;1.03206200358597000000;0.0009257631301121220;0.029451667926562300;0.00002641824637665380;0.646786356023898;;;
1300;410;0.99575511486546100000;0.0009949748902597910;0.015994460561912400;0.00001598192809132950;0.128299907165510;;;
1300;414.1;0.98426625647544600000;0.0009780377991616380;0.016169977876640800;0.00001606765392079320;0.133280908621774;;;
1300;418.2;0.97576034072447000000;0.0009645715444415300;0.016350114890232700;0.00001616263227070580;0.138170002692328;;;
1300;422.3;0.96938737700418000000;0.0009536208581598600;0.016533935067463200;0.00001626502028169660;0.142992870428395;;;
1300;426.4;0.96458972908151700000;0.0009445575752017860;0.016720752658843800;0.00001637350379215120;0.147768401097692;;;
1300;430.5;0.96099607515986700000;0.0009369601337118210;0.016910047511039500;0.00001648710206686440;0.152510864442978;;;
1300;434.6;0.95834058225814200000;0.0009305261521681030;0.017101413629921600;0.00001660507017681490;0.157231401266723;;;
1300;438.7;0.95642590869400300000;0.0009250308966352230;0.017294526525356200;0.00001672682769591330;0.161938891130331;;;
1300;442.8;0.95511014679816600000;0.0009203110640320320;0.017489121615749600;0.00001685191197804060;0.166640528480207;;;
1300;446.9;0.95428233266247000000;0.0009162388061202050;0.017684979453746500;0.00001697994807862830;0.171342234069522;;;
1300;451;0.94917054449749900000;0.0009082304316145520;0.017881913381002300;0.00001711062148132700;0.176049231728108;;;
1300;455.1;0.94932989816477900000;0.0009054282315885120;0.018079754941440000;0.00001724365847512820;0.180767624519812;;;
1300;459.2;0.94974752575980000000;0.0009030077360632930;0.018278369129750400;0.00001737883835346730;0.185501087856743;;;
1300;463.3;0.95037576026611000000;0.0009009141333025030;0.018477640150275100;0.00001751598457940410;0.190252565849199;;;
1300;467.4;0.95118651718469300000;0.0008991126494494810;0.018677466082384400;0.00001765494538761920;0.195024616750716;;;
1300;471.5;0.95215167031182100000;0.0008975692961752470;0.018877756533274000;0.00001779558359582500;0.199819415923489;;;
1300;475.6;0.95324655017508800000;0.0008962545733886280;0.019078430790094900;0.00001793778413943410;0.204638929638995;;;
1300;479.7;0.95445241038122400000;0.0008951449957798060;0.019279416347908500;0.00001808143903004300;0.209484820158208;;;
1300;483.8;0.95574978293703400000;0.0008942175381683410;0.019480647724332300;0.00001822646173818150;0.214358669102291;;;
1300;487.9;0.95712901451766200000;0.0008934582392936920;0.019682065495564800;0.00001837276199613730;0.219261734525210;;;
1300;492;0.95857508995999700000;0.0008928492769744570;0.019883615505269600;0.00001852027234325370;0.224195301029004;;;
1300;496.1;0.96008160406316900000;0.0008923807403828270;0.020085248209815200;0.00001866892209203130;0.229160406213779;;;
1300;500.2;0.96163267021072000000;0.0008920343355108160;0.020286918132089100;0.00001881864884182330;0.234158003223578;;;
1300;504.3;0.96322410825621200000;0.0008918029410125520;0.020488583402517600;0.00001896939536597020;0.239188946989152;;;
1300;508.4;0.96484945874958600000;0.0008916777075119560;0.020690205370692300;0.00001912111234098610;0.244254049025400;;;
1300;512.5;0.96650524184642900000;0.0008916526361253900;0.020891748274592000;0.00001927375208718000;0.249354016214304;;;
1300;516.6;0.96818052871607700000;0.0008917147763518970;0.021093178957115100;0.00001942726464581720;0.254489412062627;;;
1300;520.7;0.96987357270572600000;0.0008918603473783290;0.021294466621728500;0.00001958161448353370;0.259660886110830;;;
1300;524.8;0.97158172193357400000;0.0008920843428401970;0.021495582620656000;0.00001973675735475200;0.264868883398960;;;
1300;528.9;0.97329752725013300000;0.0008923778475509720;0.021696500270291800;0.00001989265940631150;0.270113904173662;;;
1300;533;0.97502133132627100000;0.0008927390656810150;0.021897194689518100;0.00002004928559005460;0.275396359282956;;;
1300;537.1;0.97674892225304100000;0.0008931622184815200;0.022097642657388200;0.00002020660488015530;0.280716647211303;;;
