   7.5920000e+02   2.9800000e+02   2.4354071e+03   3.7007307e+00
   7.5920000e+02   2.9820703e+02   2.4365747e+03   3.6981831e+00
   7.5920000e+02   2.9841407e+02   2.4377444e+03   3.6956426e+00
   7.5920000e+02   2.9862110e+02   2.4389160e+03   3.6931092e+00
   7.5920000e+02   2.9882813e+02   2.4400897e+03   3.6905828e+00
   7.5920000e+02   2.9903516e+02   2.4412654e+03   3.6880634e+00
   7.5920000e+02   2.9924220e+02   2.4424431e+03   3.6855509e+00
   7.5920000e+02   2.9944923e+02   2.4436229e+03   3.6830454e+00
   7.5920000e+02   2.9965626e+02   2.4448048e+03   3.6805467e+00
   7.5920000e+02   2.9986329e+02   2.4459887e+03   3.6780549e+00
   7.5920000e+02   3.0007033e+02   2.4471747e+03   3.6755700e+00
   7.5920000e+02   3.0027736e+02   2.4483627e+03   3.6730918e+00
   7.5920000e+02   3.0048439e+02   2.4495528e+03   3.6706203e+00
   7.5920000e+02   3.0069143e+02   2.4507450e+03   3.6681556e+00
   7.5920000e+02   3.0089846e+02   2.4519393e+03   3.6656976e+00
   7.5920000e+02   3.0110549e+02   2.4531358e+03   3.6632463e+00
   7.5920000e+02   3.0131252e+02   2.4543343e+03   3.6608015e+00
   7.5920000e+02   3.0151956e+02   2.4555349e+03   3.6583634e+00
   7.5920000e+02   3.0172659e+02   2.4567376e+03   3.6559318e+00
   7.5920000e+02   3.0193362e+02   2.4579425e+03   3.6535068e+00
   7.5920000e+02   3.0214065e+02   2.4591495e+03   3.6510883e+00
   7.5920000e+02   3.0234769e+02   2.4603587e+03   3.6486762e+00
   7.5920000e+02   3.0255472e+02   2.4615700e+03   3.6462706e+00
   7.5920000e+02   3.0276175e+02   2.4627835e+03   3.6438714e+00
   7.5920000e+02   3.0296878e+02   2.4639991e+03   3.6414786e+00
   7.5920000e+02   3.0317582e+02   2.4652169e+03   3.6390921e+00
   7.5920000e+02   3.0338285e+02   2.4664369e+03   3.6367119e+00
   7.5920000e+02   3.0358988e+02   2.4676591e+03   3.6343380e+00
   7.5920000e+02   3.0379692e+02   2.4688835e+03   3.6319704e+00
   7.5920000e+02   3.0400395e+02   2.4701100e+03   3.6296090e+00
   7.5920000e+02   3.0421098e+02   2.4713388e+03   3.6272538e+00
   7.5920000e+02   3.0441801e+02   2.4725699e+03   3.6249048e+00
   7.5920000e+02   3.0462505e+02   2.4738031e+03   3.6225619e+00
   7.5920000e+02   3.0483208e+02   2.4750386e+03   3.6202251e+00
   7.5920000e+02   3.0503911e+02   2.4762763e+03   3.6178944e+00
   7.5920000e+02   3.0524614e+02   2.4775163e+03   3.6155698e+00
   7.5920000e+02   3.0545318e+02   2.4787586e+03   3.6132512e+00
   7.5920000e+02   3.0566021e+02   2.4800031e+03   3.6109385e+00
   7.5920000e+02   3.0586724e+02   2.4812499e+03   3.6086318e+00
   7.5920000e+02   3.0607428e+02   2.4824990e+03   3.6063311e+00
   7.5920000e+02   3.0628131e+02   2.4837504e+03   3.6040363e+00
   7.5920000e+02   3.0648834e+02   2.4850041e+03   3.6017473e+00
   7.5920000e+02   3.0669537e+02   2.4862601e+03   3.5994642e+00
