P (kPa);T (K);cp (kJ/kg K);Pr;Condutividade térmica (W/m K);Viscosidade absoluta μ(cP);Viscosidade cinemática ν (cSt);;;Nome no Hysys: Refrig-1270
3220;408.7;2.223631462318600;0.00096613689430147800;0.030987110052670200;0.00001346346765504410;0.2695922896019110;;;
3220;413.6;2.224242972743090;0.00095976155530017800;0.031463843409211100;0.00001357665851087470;0.2781548193544220;;;
3220;418.5;2.226577453385210;0.00095421787754297100;0.031949261145695100;0.00001369211572369090;0.2867539556344330;;;
3220;423.4;2.230392869770950;0.00094938872200323300;0.032442733523673300;0.00001380956948696430;0.2953950172935560;;;
3220;428.3;2.235447828302990;0.00094516010648475700;0.032943712464895800;0.00001392878974275210;0.3040824381750650;;;
3220;433.2;2.241572452173610;0.00094145107290156200;0.033451715346519500;0.00001404958080781200;0.3128199876200350;;;
3220;438.1;2.248633779578850;0.00093819819321050300;0.033966312588248200;0.00001417177549751390;0.3216109061122910;;;
3220;443;2.256499905026160;0.00093533959130354500;0.034487118010512200;0.00001429522190244260;0.3304578121542270;;;
3220;447.9;2.265073158973760;0.00093282944870927100;0.035013781250493500;0.00001441979307896750;0.3393630823895790;;;
3220;452.8;2.274261655553490;0.00093062492014624900;0.035545981728658100;0.00001454536962665440;0.3483285821600750;;;
3220;457.7;2.283985935139380;0.00092868967279970100;0.036083423798959400;0.00001467185175083120;0.3573560520157860;;;
3220;462.6;2.294198495651000;0.00092700071175674500;0.036625832813512300;0.00001479914364479400;0.3664468238688910;;;
3220;467.5;2.304821088205840;0.00092552334575837100;0.037172951901510600;0.00001492716072048040;0.3756020625295370;;;
3220;472.4;2.315818011685660;0.00092424086411064200;0.037724539311614400;0.00001505582935947690;0.3848228245384820;;;
3220;477.3;2.327137680303580;0.00092313039042901500;0.038280366202981400;0.00001518507894819270;0.3941099087321620;;;
3220;482.2;2.338747068760250;0.00092217707882188600;0.038840214796578400;0.00001531484798008100;0.4034640526821080;;;
3220;487.1;2.350611633763120;0.00092136527230326500;0.039403876818112500;0.00001544507104995600;0.4128856279322480;;;
3220;492;2.362694818349620;0.00092067977104270900;0.039971152178752900;0.00001557570235073920;0.4223752909961650;;;
3220;496.9;2.374970995916550;0.00092010918722004500;0.040541847851092100;0.00001570668725588840;0.4319332577717660;;;
3220;501.8;2.387413817566060;0.00091964254840247300;0.041115776906445000;0.00001583798232865190;0.4415598600603640;;;
